Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,SYN,ACK,FIN,RST,Packets/Time,Time Between Packets,target
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,698,0,0,0,0,210.907,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53629,80,60,1,0,0,0,64.118,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54770,80,60,1,0,0,0,88.655,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,382,0,0,0,0,179.565,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55272,80,60,1,0,0,0,97.997,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53904,80,60,1,0,0,0,70.459,0.004,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,193.242,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,761,0,0,0,0,82.465,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54776,80,60,1,0,0,0,88.776,0.003,Attack
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,142,0,0,0,0,191.459,0.002,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,202.635,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52786,80,60,1,0,0,0,42.475,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,198.479,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1215,0,0,0,0,179.805,0.003,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,104.472,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52274,80,60,1,0,0,0,27.262,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1020,0,0,0,0,171.188,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,495,0,0,0,0,213.109,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53695,80,60,1,0,0,0,65.687,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55268,80,60,1,0,0,0,97.932,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52891,80,60,1,0,0,0,45.356,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,377,0,0,0,0,213.818,0.002,Normal
DATA,UDP,192.168.1.3,172.217.163.206,55405,443,74,0,0,0,0,208.525,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54265,80,60,1,0,0,0,78.379,0.003,Attack
TCP,TCP,142.251.10.188,192.168.1.3,5228,47595,54,0,1,0,0,166.302,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54033,80,60,1,0,0,0,73.329,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52574,80,60,1,0,0,0,36.417,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,357,0,0,0,0,145.478,0.001,Normal
DATA,UDP,192.168.1.3,142.250.193.110,61888,443,75,0,0,0,0,180.677,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,992,0,0,0,0,207.35,0.004,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,886,0,0,0,0,160.215,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1147,0,0,0,0,189.851,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,315,0,0,0,0,31.881,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54877,80,60,1,0,0,0,90.731,0.002,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,172.372,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,810,0,0,0,0,195.716,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52626,80,60,1,0,0,0,37.932,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54072,80,60,1,0,0,0,74.219,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53185,80,60,1,0,0,0,53.157,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,941,0,0,0,0,148.393,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52307,80,60,1,0,0,0,28.272,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1238,0,0,0,0,194.904,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,56290,80,60,1,0,0,0,114.791,0.002,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,186.133,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1185,0,0,0,0,170.485,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53965,80,60,1,0,0,0,71.835,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52065,80,60,1,0,0,0,20.6,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56310,80,60,1,0,0,0,115.089,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53615,80,60,1,0,0,0,63.786,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56210,80,60,1,0,0,0,113.59,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55625,80,60,1,0,0,0,104.142,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56093,80,60,1,0,0,0,111.732,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,500,0,0,0,0,195.055,0.002,Normal
DATA,UDP,142.250.205.234,192.168.1.3,443,65179,67,0,0,0,0,203.741,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52031,80,60,1,0,0,0,19.501,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56363,80,60,1,0,0,0,115.829,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,727,0,0,0,0,157.57,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54772,80,60,1,0,0,0,88.694,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51509,80,60,1,0,0,0,1.361,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,199.458,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52741,80,60,1,0,0,0,41.215,0.005,Attack
DATA,UDP,192.168.1.3,142.250.193.110,61888,443,71,0,0,0,0,180.038,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,630,0,0,0,0,201.188,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52952,80,60,1,0,0,0,46.997,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,991,0,0,0,0,174.132,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,345,0,0,0,0,203.187,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52877,80,60,1,0,0,0,44.965,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,210.263,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,921,0,0,0,0,176.989,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53302,80,60,1,0,0,0,56.125,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51963,80,60,1,0,0,0,17.259,0.003,Attack
QUIC,UDP,192.168.1.3,142.250.183.234,49215,443,75,0,0,0,0,210.747,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,926,0,0,0,0,171.914,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,291,0,0,0,0,205.45,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,653,0,0,0,0,201.155,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1229,0,0,0,0,194.123,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54439,80,60,1,0,0,0,82.014,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,419,0,0,0,0,189.047,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53817,80,60,1,0,0,0,68.524,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,912,0,0,0,0,192.719,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52590,80,60,1,0,0,0,36.923,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53268,80,60,1,0,0,0,55.265,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,530,0,0,0,0,206.759,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52783,80,60,1,0,0,0,42.379,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52032,80,60,1,0,0,0,19.534,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1249,0,0,0,0,189.992,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53237,80,60,1,0,0,0,54.484,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54667,80,60,1,0,0,0,86.617,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,351,0,0,0,0,179.118,0.002,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,138.071,0.001,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,198,0,0,0,0,191.949,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,730,0,0,0,0,138.027,0.002,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,195.771,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52293,80,60,1,0,0,0,27.832,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53256,80,60,1,0,0,0,54.963,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52787,80,60,1,0,0,0,42.503,0.003,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,187.9,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,976,0,0,0,0,174.899,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52756,80,60,1,0,0,0,41.625,0.004,Attack
DTLS,UDP,142.250.82.4,192.168.1.3,3478,49784,279,0,0,0,0,193.322,0.004,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54641,80,60,1,0,0,0,86.092,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52289,80,60,1,0,0,0,27.709,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53037,80,60,1,0,0,0,49.233,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,374,0,0,0,0,193.805,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1091,0,0,0,0,200.792,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55290,80,60,1,0,0,0,98.316,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,888,0,0,0,0,170.013,0.002,Normal
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,811,0,0,0,0,201.79,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54206,80,60,1,0,0,0,77.121,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51844,80,60,1,0,0,0,13.218,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54124,80,60,1,0,0,0,75.348,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55003,80,60,1,0,0,0,93.08,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54060,80,60,1,0,0,0,73.964,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55926,80,60,1,0,0,0,109.09,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52662,80,60,1,0,0,0,38.972,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56305,80,60,1,0,0,0,115.02,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56151,80,60,1,0,0,0,112.672,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,293,0,0,0,0,195.136,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53931,80,60,1,0,0,0,71.092,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54039,80,60,1,0,0,0,73.474,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,715,0,0,0,0,193.717,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,409,0,0,0,0,202.194,0.003,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,211.844,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1016,0,0,0,0,199.634,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,388,0,0,0,0,51.295,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,787,0,0,0,0,169.472,0.005,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,842,0,0,0,0,195.109,0.002,Normal
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,756,0,0,0,0,201.589,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,212.187,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53111,80,60,1,0,0,0,51.164,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55478,80,60,1,0,0,0,101.606,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,889,0,0,0,0,158.615,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,434,0,0,0,0,171.706,0.398,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1147,0,0,0,0,194.236,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51778,80,60,1,0,0,0,10.964,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,759,0,0,0,0,195.017,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54462,80,60,1,0,0,0,82.482,0.003,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,52.027,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52802,80,60,1,0,0,0,42.915,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1242,0,0,0,0,142.182,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52568,80,60,1,0,0,0,36.241,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51969,80,60,1,0,0,0,17.455,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1218,0,0,0,0,195.829,0.003,Normal
DATA,UDP,192.168.1.3,142.250.193.110,61888,443,71,0,0,0,0,194.413,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54068,80,60,1,0,0,0,74.142,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56142,80,60,1,0,0,0,112.521,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,470,0,0,0,0,200.827,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,952,0,0,0,0,177.773,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54264,80,60,1,0,0,0,78.368,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,788,0,0,0,0,201.156,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,201.558,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52418,80,60,1,0,0,0,31.622,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55510,80,60,1,0,0,0,102.129,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52631,80,60,1,0,0,0,38.09,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54142,80,60,1,0,0,0,75.758,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,851,0,0,0,0,211.759,0.004,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55876,80,60,1,0,0,0,108.33,0.003,Attack
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,114,0,0,0,0,208.723,0.001,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,16.443,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54724,80,60,1,0,0,0,87.748,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53315,80,60,1,0,0,0,56.443,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,211.864,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53870,80,60,1,0,0,0,69.727,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54908,80,60,1,0,0,0,91.284,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,858,0,0,0,0,204.982,0.002,Normal
DATA,UDP,192.168.1.3,172.217.163.206,55405,443,1051,0,0,0,0,161.778,0.004,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55678,80,60,1,0,0,0,105.058,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55189,80,60,1,0,0,0,96.543,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53954,80,60,1,0,0,0,71.595,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56153,80,60,1,0,0,0,112.699,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54370,80,60,1,0,0,0,80.57,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56204,80,60,1,0,0,0,113.497,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56198,80,60,1,0,0,0,113.408,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55756,80,60,1,0,0,0,106.352,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55623,80,60,1,0,0,0,104.105,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54910,80,60,1,0,0,0,91.331,0.003,Attack
DATA,UDP,192.168.1.3,142.250.205.234,65179,443,71,0,0,0,0,194.935,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55580,80,60,1,0,0,0,103.38,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55969,80,60,1,0,0,0,109.783,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53971,80,60,1,0,0,0,71.965,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56235,80,60,1,0,0,0,113.987,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53345,80,60,1,0,0,0,57.209,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1172,0,0,0,0,195.281,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,684,0,0,0,0,149.283,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53026,80,60,1,0,0,0,48.965,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54989,80,60,1,0,0,0,92.845,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51490,80,60,1,0,0,0,0.627,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56426,80,60,1,0,0,0,116.76,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56379,80,60,1,0,0,0,116.065,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,922,0,0,0,0,118.475,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51533,80,60,1,0,0,0,2.219,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54552,80,60,1,0,0,0,84.299,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55595,80,60,1,0,0,0,103.623,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53040,80,60,1,0,0,0,49.311,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53665,80,60,1,0,0,0,64.975,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51898,80,60,1,0,0,0,15.039,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53125,80,60,1,0,0,0,51.532,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52944,80,60,1,0,0,0,46.777,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56025,80,60,1,0,0,0,110.686,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,977,0,0,0,0,213.297,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1184,0,0,0,0,170.392,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,781,0,0,0,0,192.982,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,706,0,0,0,0,178.882,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,673,0,0,0,0,172.802,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1209,0,0,0,0,178.693,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,780,0,0,0,0,193.777,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54475,80,60,1,0,0,0,82.747,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,566,0,0,0,0,180.528,0.004,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52861,80,60,1,0,0,0,44.526,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53301,80,60,1,0,0,0,56.112,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56261,80,60,1,0,0,0,114.366,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,632,0,0,0,0,200.308,0.003,Normal
DATA,UDP,142.250.193.170,192.168.1.3,443,60996,67,0,0,0,0,181.171,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,893,0,0,0,0,130.32,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54166,80,60,1,0,0,0,76.277,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,889,0,0,0,0,187.658,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1116,0,0,0,0,198.268,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,852,0,0,0,0,163.196,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52459,80,60,1,0,0,0,32.926,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1147,0,0,0,0,171.188,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54342,80,60,1,0,0,0,79.989,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1204,0,0,0,0,135.871,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54087,80,60,1,0,0,0,74.548,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,789,0,0,0,0,204.229,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51512,80,60,1,0,0,0,1.452,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,376,0,0,0,0,147.688,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,300,0,0,0,0,212.721,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,420,0,0,0,0,193.935,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,851,0,0,0,0,200.349,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1071,0,0,0,0,135.013,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,809,0,0,0,0,173.227,0.002,Normal
DATA,UDP,192.168.1.3,142.250.182.78,59974,443,75,0,0,0,0,187.528,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1223,0,0,0,0,208.834,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55351,80,60,1,0,0,0,99.386,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52899,80,60,1,0,0,0,45.572,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,897,0,0,0,0,193.461,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1183,0,0,0,0,169.09,0.004,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55815,80,60,1,0,0,0,107.317,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53825,80,60,1,0,0,0,68.713,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52030,80,60,1,0,0,0,19.469,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55138,80,60,1,0,0,0,95.607,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51843,80,60,1,0,0,0,13.184,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56022,80,60,1,0,0,0,110.643,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,195.144,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55073,80,60,1,0,0,0,94.449,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52418,80,60,1,0,0,0,31.637,0.004,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,201.934,0.001,Normal
DATA,UDP,142.250.193.170,192.168.1.3,443,60996,67,0,0,0,0,211.43,0.001,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,195.335,0.001,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,187.16,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1007,0,0,0,0,205.964,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52486,80,60,1,0,0,0,33.757,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52649,80,60,1,0,0,0,38.611,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53259,80,60,1,0,0,0,55.038,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,278,0,0,0,0,178.851,0.001,Normal
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,78,0,0,0,0,148.654,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55403,80,60,1,0,0,0,100.258,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55507,80,60,1,0,0,0,102.084,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53846,80,60,1,0,0,0,69.179,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55895,80,60,1,0,0,0,108.64,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55239,80,60,1,0,0,0,97.42,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53218,80,60,1,0,0,0,54.0,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51601,80,60,1,0,0,0,4.75,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,304,0,0,0,0,124.176,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55602,80,60,1,0,0,0,103.732,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52736,80,60,1,0,0,0,41.077,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,212.125,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54980,80,60,1,0,0,0,92.676,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55738,80,60,1,0,0,0,106.066,0.005,Attack
